city,dt,aqi,pm2_5,pm10,temp,humidity,wind_speed
Las Piñas,1776301200,2,11.59,16.11,30.3,53,8.8
Las Piñas,1776304800,2,11.47,15.83,31.6,47,7.6
Las Piñas,1776308400,2,11.71,15.96,33.1,40,6.9
Las Piñas,1776312000,2,11.88,16.0,34.0,35,4.0
Las Piñas,1776315600,2,11.7,15.63,34.4,34,3.5
Las Piñas,1776319200,2,11.67,15.52,34.5,34,4.3
Las Piñas,1776322800,2,11.84,15.67,34.1,36,8.3
Las Piñas,1776326400,2,11.89,15.67,32.7,48,13.5
Las Piñas,1776330000,2,11.73,15.44,31.5,52,14.0
Las Piñas,1776333600,2,11.75,15.42,30.8,53,13.8
Las Piñas,1776337200,2,12.14,15.86,30.0,56,11.8
Las Piñas,1776340800,2,12.71,16.55,29.8,56,9.4
Las Piñas,1776344400,2,13.3,17.26,29.4,58,6.2
Las Piñas,1776348000,2,14.0,18.13,29.1,59,1.5
Las Piñas,1776351600,2,14.72,19.03,28.8,60,1.9
Las Piñas,1776355200,2,15.17,19.61,28.3,62,2.6
Las Piñas,1776358800,2,15.49,20.07,27.7,66,2.3
Las Piñas,1776362400,2,15.8,20.55,26.9,69,1.5
Las Piñas,1776366000,2,16.09,21.06,26.5,71,3.1
Las Piñas,1776369600,2,16.58,21.78,25.9,73,3.9
Las Piñas,1776373200,2,17.33,22.75,25.6,73,3.5
Las Piñas,1776376800,2,18.17,23.75,25.5,74,4.4
Las Piñas,1776380400,2,18.84,24.6,27.2,74,6.1
Las Piñas,1776384000,2,19.76,25.71,28.8,67,7.2
Las Piñas,1776387600,3,14.59,20.25,30.6,56,5.5
Las Piñas,1776391200,3,12.7,17.42,31.8,49,6.3
Las Piñas,1776394800,3,12.91,17.2,32.9,44,4.6
Las Piñas,1776398400,3,14.27,18.51,33.7,40,4.3
Las Piñas,1776402000,3,15.97,20.27,34.4,38,5.9
Las Piñas,1776405600,3,17.6,21.97,33.7,36,4.1
Las Piñas,1776409200,3,19.99,24.52,34.3,34,7.3
Las Piñas,1776412800,3,22.99,27.79,33.8,35,3.5
Las Piñas,1776416400,3,25.87,30.94,32.3,44,9.7
Las Piñas,1776420000,3,28.57,33.82,31.4,47,8.4
Las Piñas,1776423600,3,31.76,37.36,30.6,51,8.3
Las Piñas,1776427200,3,35.4,41.41,30.0,58,8.3
Las Piñas,1776430800,3,37.07,43.16,29.3,65,7.3
Las Piñas,1776434400,3,37.92,44.05,28.9,68,5.0
Las Piñas,1776438000,3,39.84,46.13,28.4,70,3.3
Las Piñas,1776441600,3,41.97,48.41,28.0,73,4.2
Las Piñas,1776445200,3,43.99,50.59,27.6,75,5.9
Las Piñas,1776448800,3,45.2,51.89,27.4,74,5.0
Las Piñas,1776452400,3,46.05,52.84,27.1,76,6.5
Las Piñas,1776456000,3,46.73,53.63,26.8,77,6.9
Las Piñas,1776459600,3,47.11,54.09,26.3,80,7.8
Las Piñas,1776463200,3,46.76,53.84,26.1,81,7.8
Las Piñas,1776466800,3,46.13,53.35,27.3,74,10.0
Las Piñas,1776470400,3,45.72,52.96,28.9,65,9.4
Las Piñas,1776474000,3,35.23,41.7,30.4,57,9.1
Las Piñas,1776477600,3,30.61,36.0,31.6,51,7.6
Las Piñas,1776481200,3,29.45,34.28,32.6,46,5.2
Las Piñas,1776484800,3,30.23,34.8,33.6,42,4.7
Las Piñas,1776488400,3,32.33,36.86,34.1,40,4.8
Las Piñas,1776492000,3,34.75,39.34,33.5,36,2.5
Las Piñas,1776495600,3,38.44,43.26,34.6,28,4.1
Las Piñas,1776499200,3,41.65,46.72,34.6,26,0.4
Las Piñas,1776502800,3,42.71,47.87,32.5,40,14.5
Las Piñas,1776506400,3,40.87,45.89,30.7,53,15.9
Las Piñas,1776510000,3,39.04,43.91,29.9,59,11.0
Las Piñas,1776513600,3,37.85,42.65,29.7,60,10.6
Las Piñas,1776517200,3,36.15,40.83,29.4,63,9.0
Las Piñas,1776520800,3,35.91,40.63,29.0,67,4.8
Las Piñas,1776524400,3,36.46,41.33,28.6,70,5.6
Las Piñas,1776528000,3,36.77,41.78,28.1,72,7.3
Las Piñas,1776531600,3,36.42,41.53,27.8,73,8.0
Las Piñas,1776535200,3,34.77,39.84,27.3,73,5.7
Las Piñas,1776538800,3,32.92,37.9,27.0,75,6.2
Las Piñas,1776542400,3,31.48,36.37,26.8,78,6.6
Las Piñas,1776546000,3,30.04,34.77,26.5,80,6.7
Las Piñas,1776549600,3,28.07,32.5,26.2,82,6.7
Las Piñas,1776553200,3,26.29,30.38,27.7,71,8.6
Las Piñas,1776556800,3,26.02,29.85,29.4,62,8.1
Las Piñas,1776560400,2,21.44,24.76,31.1,54,8.9
Las Piñas,1776564000,2,21.45,24.52,32.1,49,9.3
Las Piñas,1776567600,2,22.86,25.86,32.8,46,8.3
Las Piñas,1776571200,3,24.59,27.58,33.5,43,7.7
Las Piñas,1776574800,3,25.3,28.2,33.8,42,7.9
Las Piñas,1776578400,3,25.33,28.13,33.2,41,4.4
Las Piñas,1776582000,3,24.73,27.4,33.5,42,1.8
Las Piñas,1776585600,3,24.4,26.97,32.4,45,10.7
Las Piñas,1776589200,3,24.29,26.8,31.4,49,10.5
Las Piñas,1776592800,3,23.9,26.38,29.7,56,0.6
Las Piñas,1776596400,2,23.38,25.82,29.3,58,7.5
Las Piñas,1776600000,2,22.82,25.19,29.5,57,3.3
Las Piñas,1776603600,2,22.35,24.68,29.2,58,3.2
Las Piñas,1776607200,2,22.25,24.59,28.7,61,3.6
Las Piñas,1776610800,2,22.17,24.53,28.4,65,5.1
Las Piñas,1776614400,2,22.22,24.62,28.0,66,5.5
Las Piñas,1776618000,2,22.5,24.96,27.6,68,6.0
Las Piñas,1776621600,2,22.82,25.36,26.9,72,1.5
Las Piñas,1776625200,2,23.01,25.62,26.9,72,2.8
Las Piñas,1776628800,2,22.79,25.45,26.7,74,3.7
Las Piñas,1776632400,2,22.34,25.05,26.5,75,3.9
Las Piñas,1776636000,2,21.3,24.01,26.5,75,4.8
Las Piñas,1776639600,2,20.07,22.75,27.7,69,5.1
Las Piñas,1776643200,2,19.63,22.28,30.0,56,7.8
Las Piñas,1776646800,2,12.78,14.83,31.4,50,9.4
Las Piñas,1776650400,2,11.24,13.01,32.6,45,10.1
Las Piñas,1776654000,2,11.78,13.46,33.7,40,9.6
Las Piñas,1776657600,2,13.15,14.82,34.4,37,8.2
Las Piñas,1776661200,2,14.37,16.03,34.7,35,9.3
Las Piñas,1776664800,2,15.12,16.76,34.0,37,6.6
Las Piñas,1776668400,2,15.77,17.42,34.2,36,5.7
Las Piñas,1776672000,2,16.21,17.89,33.6,39,12.4
Las Piñas,1776675600,3,16.41,18.09,32.4,46,20.8
Las Piñas,1776679200,3,16.25,17.93,30.8,55,18.3
Las Piñas,1776682800,2,16.12,17.84,29.7,62,18.0
Las Piñas,1776686400,3,16.04,17.82,29.5,62,16.8
Las Piñas,1776690000,2,16.05,17.9,29.2,64,15.6
Las Piñas,1776693600,2,16.02,17.96,28.7,67,16.3
Las Piñas,1776697200,2,15.82,17.82,28.4,69,15.4
Las Piñas,1776700800,2,15.6,17.64,27.9,71,12.6
Las Piñas,1776704400,2,15.45,17.53,27.6,72,12.5
Las Piñas,1776708000,2,15.24,17.31,27.3,72,13.8
Las Piñas,1776711600,2,15.02,17.06,26.9,74,14.1
Las Piñas,1776715200,2,14.98,16.98,26.4,78,14.2
Las Piñas,1776718800,2,15.11,17.06,26.1,78,13.2
Las Piñas,1776722400,2,15.19,17.09,26.1,78,11.9
Las Piñas,1776726000,2,15.23,17.11,27.3,72,12.4
Las Piñas,1776729600,2,15.58,17.44,29.0,64,16.0
Las Piñas,1776733200,2,12.4,13.71,30.5,56,17.2
Las Piñas,1776736800,2,11.62,12.7,31.5,53,18.8
Las Piñas,1776740400,2,12.05,13.07,32.4,48,19.9
Las Piñas,1776744000,2,13.05,14.07,33.4,44,21.2
Las Piñas,1776747600,2,13.83,14.85,34.0,42,22.7
Las Piñas,1776751200,2,14.05,15.05,33.6,41,22.7
Las Piñas,1776754800,2,13.89,14.88,33.6,40,21.2
Las Piñas,1776758400,2,13.55,14.55,33.0,42,20.1
Las Piñas,1776762000,2,13.06,14.06,31.9,45,19.9
Las Piñas,1776765600,2,11.24,12.11,30.4,54,19.6
Las Piñas,1776769200,2,9.89,10.71,29.1,62,20.0
Las Piñas,1776772800,2,9.25,10.1,29.0,65,18.7
Las Piñas,1776776400,2,9.45,10.39,28.6,67,18.3
Las Piñas,1776780000,2,10.22,11.3,28.2,69,18.1
Las Piñas,1776783600,2,10.94,12.22,27.6,72,18.2
Las Piñas,1776787200,2,11.31,12.82,27.3,73,17.3
Las Piñas,1776790800,2,11.44,13.21,26.9,75,16.5
Las Piñas,1776794400,2,11.42,13.44,26.6,74,12.9
Las Piñas,1776798000,2,11.35,13.57,26.3,74,11.5
Las Piñas,1776801600,2,11.41,13.76,26.0,75,10.8
Las Piñas,1776805200,2,11.72,14.11,25.8,76,10.8
Las Piñas,1776808800,2,12.05,14.37,26.0,76,12.3
Las Piñas,1776812400,2,12.26,14.53,27.5,68,15.5
Las Piñas,1776816000,2,12.79,15.07,29.3,59,16.6
Las Piñas,1776819600,2,9.59,11.48,30.8,54,16.9
Las Piñas,1776823200,2,9.2,11.01,32.2,47,19.5
Las Piñas,1776826800,2,9.65,11.47,33.2,41,21.9
Las Piñas,1776830400,2,10.61,12.51,34.1,36,22.2
Las Piñas,1776834000,2,11.61,13.57,34.9,33,21.0
Las Piñas,1776837600,2,12.44,14.45,34.7,34,19.3
Las Piñas,1776841200,2,12.99,15.06,34.8,33,17.2
Las Piñas,1776844800,2,13.18,15.31,34.2,36,16.9
Las Piñas,1776848400,2,13.09,15.29,33.2,39,16.1
Las Piñas,1776852000,2,12.95,15.24,31.5,47,16.5
Las Piñas,1776855600,2,12.86,15.31,30.1,55,17.5
Las Piñas,1776859200,2,12.74,15.34,29.3,63,16.7
Las Piñas,1776862800,2,12.8,15.56,28.7,69,16.5
Las Piñas,1776866400,2,13.17,16.03,28.3,73,14.2
Las Piñas,1776870000,2,13.58,16.5,28.0,74,12.4
Las Piñas,1776873600,2,14.11,16.98,27.6,76,11.1
Las Piñas,1776877200,2,14.72,17.56,27.3,77,9.4
Las Piñas,1776880800,2,15.23,18.1,26.7,78,8.1
Las Piñas,1776884400,2,15.61,18.63,26.5,79,7.2
Las Piñas,1776888000,2,16.02,19.36,26.2,80,7.4
Las Piñas,1776891600,2,16.46,20.23,25.8,82,7.9
Las Piñas,1776895200,2,16.74,21.01,25.8,82,8.3
Las Piñas,1776898800,2,16.75,21.49,27.2,74,10.2
Las Piñas,1776902400,2,17.04,22.14,29.2,64,12.4
Las Piñas,1776906000,2,12.6,17.59,30.7,56,12.1
Las Piñas,1776909600,2,12.66,17.34,32.1,49,10.9
Las Piñas,1776913200,2,14.49,19.09,33.3,44,10.0
Las Piñas,1776916800,3,16.45,21.1,34.3,39,9.5
Las Piñas,1776920400,3,17.72,22.4,34.5,37,9.7
Las Piñas,1776924000,3,18.05,22.7,34.5,32,9.3
Las Piñas,1776927600,3,16.83,21.22,35.0,30,10.9
Las Piñas,1776931200,2,16.18,20.5,34.6,31,15.1
Las Piñas,1776934800,2,15.71,20.08,33.6,37,17.6
Las Piñas,1776938400,2,15.39,19.84,32.4,43,14.7
Las Piñas,1776942000,2,15.29,19.83,31.3,48,10.2
Las Piñas,1776945600,2,15.24,19.89,30.0,61,12.4
Las Piñas,1776949200,2,15.43,20.15,29.0,69,15.6
Las Piñas,1776952800,2,16.09,20.88,28.7,69,13.8
Las Piñas,1776956400,2,16.98,21.82,28.4,69,12.6
Las Piñas,1776960000,2,17.77,22.61,28.0,71,9.5
Las Piñas,1776963600,2,18.47,23.34,27.6,74,7.7
Las Piñas,1776967200,2,19.18,24.12,27.3,75,8.0
Las Piñas,1776970800,2,19.83,24.88,27.0,76,7.3
Las Piñas,1776974400,2,20.83,26.08,26.8,77,6.5
Las Piñas,1776978000,2,21.93,27.41,26.6,78,7.6
Las Piñas,1776981600,2,23.1,28.81,26.6,79,7.9
Las Piñas,1776985200,2,24.15,30.09,28.0,68,7.6
Las Piñas,1776988800,3,25.42,31.49,29.7,60,7.6
Las Piñas,1776992400,2,20.6,27.09,31.5,52,7.4
Las Piñas,1776996000,3,22.41,28.72,32.9,46,7.1
Las Piñas,1776999600,3,25.82,32.03,33.9,39,6.2
Las Piñas,1777003200,3,30.29,36.58,34.6,36,6.8
Las Piñas,1777006800,3,35.28,41.75,35.2,35,9.4
Las Piñas,1777010400,4,39.3,45.85,35.0,34,10.8
Las Piñas,1777014000,4,42.08,48.65,35.0,33,14.9
Las Piñas,1777017600,4,42.67,49.13,34.5,35,17.2
Las Piñas,1777021200,4,41.52,47.8,33.5,38,17.6
Las Piñas,1777024800,4,39.37,45.54,32.2,44,16.3
Las Piñas,1777028400,3,37.62,43.66,30.9,52,17.7
Las Piñas,1777032000,3,37.06,43.06,29.7,67,12.7
Las Piñas,1777035600,3,30.03,35.08,29.4,69,13.3
Las Piñas,1777039200,3,27.05,31.77,29.2,69,11.3
Las Piñas,1777042800,3,27.08,31.85,28.8,70,10.4
Las Piñas,1777046400,3,27.5,32.35,28.4,72,10.6
Las Piñas,1777050000,3,27.33,32.18,28.1,72,9.7
Las Piñas,1777053600,3,26.0,30.76,28.2,73,5.6
Las Piñas,1777057200,2,23.81,28.38,28.0,73,7.5
Las Piñas,1777060800,2,21.46,25.89,27.5,77,9.1
Las Piñas,1777064400,2,19.06,23.34,27.0,80,9.9
Las Piñas,1777068000,2,16.9,20.94,26.9,80,10.9
Las Piñas,1777071600,2,15.48,19.22,28.2,71,11.9
Las Piñas,1777075200,2,15.04,18.51,30.1,60,13.0
Las Piñas,1777078800,2,14.52,17.55,31.6,53,12.3
Las Piñas,1777082400,2,15.97,18.7,33.1,46,12.4
Las Piñas,1777086000,2,18.44,21.01,33.8,46,12.8
Las Piñas,1777089600,2,22.02,24.68,34.2,44,9.4
Las Piñas,1777093200,3,26.18,28.99,34.8,42,12.0
Las Piñas,1777096800,3,29.04,31.81,34.9,40,12.5
Las Piñas,1777100400,3,30.71,33.42,35.2,38,18.3
Las Piñas,1777104000,3,31.22,33.86,34.2,41,21.3
Las Piñas,1777107600,3,30.23,32.77,32.6,50,20.0
Las Piñas,1777111200,3,27.32,29.66,31.2,56,19.7
Las Piñas,1777114800,3,25.58,27.91,29.9,62,19.7
Las Piñas,1777118400,2,24.66,27.14,30.0,65,17.5
Las Piñas,1777122000,2,24.09,26.77,29.5,68,17.3
Las Piñas,1777125600,2,23.19,26.0,28.9,72,14.9
Las Piñas,1777129200,2,21.75,24.65,28.6,74,14.7
Las Piñas,1777132800,2,19.57,22.43,28.2,76,13.0
Las Piñas,1777136400,2,17.28,20.24,27.8,79,9.1
Las Piñas,1777140000,2,15.12,18.28,27.5,80,2.3
Las Piñas,1777143600,2,13.23,16.67,27.7,78,1.5
Las Piñas,1777147200,2,11.93,15.72,27.5,77,0.5
Las Piñas,1777150800,2,11.22,15.37,27.1,78,2.1
Las Piñas,1777154400,2,10.96,15.37,27.2,79,6.0
Las Piñas,1777158000,2,11.01,15.54,28.4,73,8.1
Las Piñas,1777161600,2,11.56,16.1,29.8,64,5.4
Las Piñas,1777165200,2,11.9,16.34,31.6,55,6.5
Las Piñas,1777168800,2,14.77,19.14,32.9,51,6.9
Las Piñas,1777172400,2,18.87,23.26,33.8,47,6.2
Las Piñas,1777176000,2,23.25,27.88,34.7,43,7.7
Las Piñas,1777179600,3,27.51,32.48,35.2,41,8.2
Las Piñas,1777183200,3,30.53,35.59,35.3,38,10.0
Las Piñas,1777186800,3,32.88,37.98,35.9,35,12.9
Las Piñas,1777190400,3,35.59,41.04,35.3,36,12.7
Las Piñas,1777194000,3,37.41,43.19,34.5,40,17.3
Las Piñas,1777197600,3,38.33,44.42,32.3,53,15.2
Las Piñas,1777201200,3,38.61,45.08,30.8,62,18.1
Las Piñas,1777204800,3,37.94,44.76,30.6,63,17.8
Las Piñas,1777208400,3,34.54,40.95,29.3,70,19.1
Las Piñas,1777212000,3,30.5,36.36,28.8,72,16.6
Las Piñas,1777215600,3,25.38,30.53,28.4,72,10.6
Las Piñas,1777219200,2,18.53,22.62,28.3,72,7.6
Las Piñas,1777222800,2,13.88,17.2,28.1,72,7.6
Las Piñas,1777226400,2,11.56,14.42,28.0,71,9.2
Las Piñas,1777230000,2,10.56,13.14,27.8,71,9.6
Las Piñas,1777233600,2,10.31,12.72,27.4,75,9.0
Las Piñas,1777237200,2,10.34,12.63,27.0,78,10.2
Las Piñas,1777240800,2,10.67,12.94,26.9,78,9.1
Las Piñas,1777244400,2,11.22,13.58,28.3,71,11.4
Las Piñas,1777248000,2,11.79,14.25,30.4,60,9.8
Las Piñas,1777251600,2,12.14,14.57,32.0,53,11.5
Las Piñas,1777255200,2,14.7,17.17,32.8,52,14.8
Las Piñas,1777258800,2,18.66,21.22,33.8,49,14.2
Las Piñas,1777262400,2,21.63,24.26,34.0,48,14.6
Las Piñas,1777266000,2,22.85,25.38,34.4,48,17.8
Las Piñas,1777269600,2,22.22,24.5,34.4,45,20.9
Las Piñas,1777273200,2,19.79,21.69,34.0,46,27.0
Las Piñas,1777276800,2,17.21,18.84,33.0,50,25.5
Las Piñas,1777280400,2,15.39,16.87,31.3,57,24.5
Las Piñas,1777284000,2,13.9,15.26,30.3,61,23.2
Las Piñas,1777287600,2,12.84,14.18,29.4,65,20.2
Las Piñas,1777291200,2,11.97,13.29,28.7,70,18.3
Las Piñas,1777294800,1,9.99,11.14,28.0,74,19.6
Makati,1775570400,3,36.52,45.48,29.6,60,4.3
Makati,1775574000,3,36.98,46.17,29.3,63,4.5
Makati,1775577600,3,37.3,46.6,29.0,69,7.8
Makati,1775581200,3,37.86,47.29,28.5,73,6.7
Makati,1775584800,3,38.54,48.19,28.1,74,1.3
Makati,1775588400,3,38.97,48.72,27.8,73,3.7
Makati,1775592000,3,39.54,49.47,27.5,73,3.1
Makati,1775595600,3,40.4,50.44,27.3,74,3.9
Makati,1775599200,3,40.12,50.17,27.0,75,5.2
Makati,1775602800,3,38.86,48.94,27.5,71,4.7
Makati,1775606400,3,38.09,48.19,28.2,68,2.3
Makati,1775610000,3,28.81,37.89,30.1,57,1.5
Makati,1775613600,3,27.13,35.08,31.9,48,1.0
Makati,1775617200,3,29.2,36.5,32.9,43,4.0
Makati,1775620800,3,31.63,38.54,33.8,38,6.9
Makati,1775624400,3,34.41,41.15,33.8,43,9.2
Makati,1775628000,3,35.73,42.21,34.2,39,7.2
Makati,1775631600,3,34.97,41.08,34.7,33,3.6
Makati,1775635200,3,37.23,43.56,34.6,32,6.4
Makati,1775638800,3,38.84,45.48,34.0,34,9.2
Makati,1775642400,3,39.25,46.16,32.2,40,11.6
Makati,1775646000,3,39.02,46.06,30.6,47,12.3
Makati,1775649600,3,38.5,45.6,29.5,53,10.9
Makati,1775653200,3,36.14,42.95,28.9,58,10.7
Makati,1775656800,3,33.56,40.23,28.1,63,8.7
Makati,1775660400,3,30.88,37.36,27.6,64,7.5
Makati,1775664000,3,28.15,34.27,27.2,66,6.0
Makati,1775667600,3,25.4,31.07,26.9,67,6.4
Makati,1775671200,2,22.79,28.02,26.3,65,7.3
Makati,1775674800,2,20.78,25.68,26.0,65,6.8
Makati,1775678400,2,19.5,24.18,25.4,67,5.7
Makati,1775682000,2,18.35,22.82,24.9,69,4.0
Makati,1775685600,2,16.88,21.07,24.5,71,2.4
Makati,1775689200,2,15.46,19.43,25.4,68,2.2
Makati,1775692800,2,14.67,18.49,27.4,56,1.6
Makati,1775696400,2,11.48,14.93,29.6,48,1.7
Makati,1775700000,2,12.56,15.87,31.2,47,3.8
Makati,1775703600,2,15.88,19.29,32.7,45,5.3
Makati,1775707200,2,18.73,22.23,32.8,47,8.6
Makati,1775710800,2,20.23,23.7,32.9,47,7.5
Makati,1775714400,2,20.8,24.17,33.0,46,6.4
Makati,1775718000,2,21.18,24.46,33.4,44,8.8
Makati,1775721600,2,20.8,23.94,33.2,44,9.5
Makati,1775725200,2,19.91,22.89,32.5,47,14.7
Makati,1775728800,2,18.37,21.14,31.1,54,17.1
Makati,1775732400,2,16.91,19.55,29.7,60,17.4
Makati,1775736000,2,15.92,18.58,29.4,66,13.9
Makati,1775739600,2,14.82,17.51,28.7,70,13.8
Makati,1775743200,2,13.97,16.74,28.3,72,13.7
Makati,1775746800,2,13.28,16.16,28.0,74,12.4
Makati,1775750400,2,12.78,15.8,27.6,75,11.0
Makati,1775754000,2,12.6,15.82,27.4,76,8.0
Makati,1775757600,2,12.53,15.99,27.0,75,5.0
Makati,1775761200,2,12.5,16.2,27.0,75,3.8
Makati,1775764800,2,12.55,16.5,26.9,75,1.6
Makati,1775768400,2,12.67,16.87,26.9,75,2.3
Makati,1775772000,2,12.66,17.03,26.8,75,1.9
Makati,1775775600,2,12.63,17.17,27.1,72,1.3
Makati,1775779200,2,12.84,17.56,28.4,68,5.2
Makati,1775782800,2,13.25,18.02,30.1,58,1.8
Makati,1775786400,2,13.93,18.71,31.8,49,2.3
Makati,1775790000,2,16.55,21.54,32.8,47,7.8
Makati,1775793600,2,20.67,26.09,32.8,48,11.0
Makati,1775797200,2,23.99,29.8,33.5,45,10.8
Makati,1775800800,3,25.9,31.88,32.8,46,15.5
Makati,1775804400,3,27.53,33.7,33.0,41,14.6
Makati,1775808000,3,29.33,35.77,32.6,42,14.5
Makati,1775811600,3,30.47,37.15,31.9,52,11.9
Makati,1775815200,3,31.0,37.82,31.0,58,13.0
Makati,1775818800,3,31.31,38.27,30.2,61,12.7
Makati,1775822400,3,31.52,38.63,30.4,61,11.1
Makati,1775826000,3,31.3,38.31,30.0,62,9.9
Makati,1775829600,3,31.16,38.07,29.4,66,7.6
Makati,1775833200,3,31.14,37.97,28.9,69,6.3
Makati,1775836800,3,31.2,37.94,28.5,70,6.8
Makati,1775840400,3,31.4,38.07,28.1,73,8.1
Makati,1775844000,3,31.61,38.2,27.6,77,10.3
Makati,1775847600,3,31.63,38.05,27.3,77,11.6
Makati,1775851200,3,31.59,37.84,27.2,77,8.7
Makati,1775854800,3,31.71,37.85,27.1,78,6.9
Makati,1775858400,3,31.8,37.87,27.0,78,6.5
Makati,1775862000,3,31.71,37.71,27.5,75,2.0
Makati,1775865600,3,31.58,37.46,28.5,68,2.9
Makati,1775869200,3,27.28,32.82,30.0,60,0.0
Makati,1775872800,3,25.63,30.75,31.6,53,2.3
Makati,1775876400,3,25.5,30.35,32.7,48,6.3
Makati,1775880000,3,25.45,29.86,33.0,48,10.1
Makati,1775883600,3,26.87,31.2,33.6,46,11.0
Makati,1775887200,3,28.09,32.43,33.2,47,11.7
Makati,1775890800,3,29.39,33.79,33.8,43,4.4
Makati,1775894400,3,30.23,34.7,33.5,44,6.3
Makati,1775898000,3,30.54,35.06,32.6,50,11.9
Makati,1775901600,3,29.94,34.33,31.8,56,12.9
Makati,1775905200,3,29.39,33.71,30.4,58,15.8
Makati,1775908800,3,29.27,33.58,29.3,69,12.0
Makati,1775912400,3,29.24,33.56,28.5,73,12.4
Makati,1775916000,3,29.33,33.74,28.1,72,14.3
Makati,1775919600,3,29.25,33.77,27.9,71,11.6
Makati,1775923200,3,28.15,32.67,27.5,71,6.6
Makati,1775926800,3,27.17,31.7,27.1,73,4.3
Makati,1775930400,3,26.14,30.69,26.6,76,3.8
Makati,1775934000,2,24.98,29.52,26.6,77,1.8
Makati,1775937600,2,23.73,28.16,26.5,77,3.3
Makati,1775941200,2,22.17,26.35,26.4,78,4.8
Makati,1775944800,2,19.96,23.94,26.1,78,6.3
Makati,1775948400,2,17.89,21.8,26.6,74,5.5
Makati,1775952000,2,16.56,20.38,27.8,70,0.8
Makati,1775955600,2,15.98,19.67,29.5,61,2.3
Makati,1775959200,2,16.36,19.91,31.0,53,3.1
Makati,1775962800,2,17.46,20.93,32.2,47,3.8
Makati,1775966400,2,18.97,22.47,33.0,43,5.0
Makati,1775970000,2,20.44,23.98,32.8,45,6.2
Makati,1775973600,3,21.35,24.88,32.3,44,4.8
Makati,1775977200,3,21.73,25.17,33.9,40,5.6
Makati,1775980800,3,22.11,25.63,33.9,39,9.7
Makati,1775984400,3,22.24,25.86,33.0,43,11.6
Makati,1775988000,3,21.95,25.69,31.9,46,14.1
Makati,1775991600,3,21.51,25.36,30.5,49,12.3
Makati,1775995200,3,21.11,25.03,29.1,60,13.0
Makati,1775998800,2,20.0,23.84,29.0,61,10.9
Makati,1776002400,2,18.82,22.66,28.5,62,12.1
Makati,1776006000,2,17.39,21.26,28.0,65,10.8
Makati,1776009600,2,15.79,19.63,27.5,65,8.2
Makati,1776013200,2,14.57,18.42,27.2,65,7.4
Makati,1776016800,2,13.37,17.15,26.8,66,9.0
Makati,1776020400,2,12.69,16.34,26.5,69,8.3
Makati,1776024000,2,12.63,16.25,26.2,70,8.5
Makati,1776027600,2,12.69,16.34,26.0,72,8.5
Makati,1776031200,2,12.6,16.32,26.0,73,7.2
Makati,1776034800,2,12.37,16.2,26.5,69,6.6
Makati,1776038400,2,12.25,16.18,27.9,61,4.5
Makati,1776042000,2,10.89,14.71,29.9,53,2.7
Makati,1776045600,2,11.9,15.57,31.8,44,2.1
Makati,1776049200,2,14.44,18.21,32.5,43,6.5
Makati,1776052800,2,17.76,21.79,32.7,44,9.6
Makati,1776056400,2,21.07,25.36,33.0,44,10.6
Makati,1776060000,3,24.28,28.82,32.5,46,13.9
Makati,1776063600,3,24.46,28.9,33.1,44,8.5
Makati,1776067200,3,25.4,29.97,34.2,38,4.0
Makati,1776070800,3,25.65,30.27,33.8,36,8.1
Makati,1776074400,3,24.41,28.95,32.4,39,12.4
Makati,1776078000,3,23.76,28.36,31.5,44,12.1
Makati,1776081600,3,23.6,28.34,30.4,53,9.5
Makati,1776085200,3,23.67,28.6,29.8,58,10.5
Makati,1776088800,3,24.03,29.3,29.0,65,9.1
Makati,1776092400,3,24.32,30.01,28.6,67,8.0
Makati,1776096000,2,23.29,29.23,28.4,67,7.5
Makati,1776099600,2,22.77,28.86,28.1,67,6.6
Makati,1776103200,2,22.49,28.67,27.6,71,4.4
Makati,1776106800,2,22.23,28.41,27.5,70,3.3
Makati,1776110400,2,21.81,27.98,27.3,68,4.4
Makati,1776114000,2,20.88,26.95,27.1,65,4.9
Makati,1776117600,2,19.38,25.28,26.9,65,3.5
Makati,1776121200,2,17.8,23.55,27.5,62,2.9
Makati,1776124800,2,16.85,22.46,28.5,57,1.3
Makati,1776128400,2,13.05,18.04,30.4,50,1.4
Makati,1776132000,2,13.23,17.53,31.8,45,2.4
Makati,1776135600,3,15.49,19.52,32.8,41,5.7
Makati,1776139200,3,18.18,22.19,32.2,48,12.7
Makati,1776142800,3,20.23,24.2,32.1,47,14.8
Makati,1776146400,3,20.91,24.68,32.5,44,14.5
Makati,1776150000,3,19.85,23.24,33.5,42,15.3
Makati,1776153600,3,20.3,23.66,33.3,43,16.0
Makati,1776157200,3,20.39,23.74,32.5,47,17.9
Makati,1776160800,3,19.63,22.97,31.0,51,18.6
Makati,1776164400,3,18.36,21.72,29.4,60,16.9
Makati,1776168000,3,17.01,20.5,28.5,66,13.1
Makati,1776171600,2,14.91,18.51,28.4,66,10.2
Makati,1776175200,2,13.7,17.48,28.0,68,7.1
Makati,1776178800,2,12.77,16.71,27.6,69,5.4
Makati,1776182400,2,11.85,15.8,27.4,69,5.8
Makati,1776186000,2,10.97,14.96,27.1,69,6.9
Makati,1776189600,2,10.12,14.18,26.4,70,7.5
Makati,1776193200,1,9.46,13.62,26.2,70,8.6
Makati,1776196800,1,9.19,13.46,25.9,71,9.0
Makati,1776200400,1,9.12,13.4,25.7,72,9.1
